"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","Class"
"GO:0090331","negative regulation of platelet aggregation","1/181","12/18670","1.103602e-01","0.50091173","0.47061955","SH2B3"," 1","BP"
"GO:0097104","postsynaptic membrane assembly","1/181","12/18670","1.103602e-01","0.50091173","0.47061955","NRXN1"," 1","BP"
"GO:0098974","postsynaptic actin cytoskeleton organization","1/181","12/18670","1.103602e-01","0.50091173","0.47061955","WASF2"," 1","BP"
"GO:0099150","regulation of postsynaptic specialization assembly","1/181","12/18670","1.103602e-01","0.50091173","0.47061955","NRXN1"," 1","BP"
"GO:0150052","regulation of postsynapse assembly","1/181","12/18670","1.103602e-01","0.50091173","0.47061955","NRXN1"," 1","BP"
"GO:1900165","negative regulation of interleukin-6 secretion","1/181","12/18670","1.103602e-01","0.50091173","0.47061955","RABGEF1"," 1","BP"
"GO:1901163","regulation of trophoblast cell migration","1/181","12/18670","1.103602e-01","0.50091173","0.47061955","AGO2"," 1","BP"
"GO:1901298","regulation of hydrogen peroxide-mediated programmed cell death","1/181","12/18670","1.103602e-01","0.50091173","0.47061955","FOXO3"," 1","BP"
"GO:1902287","semaphorin-plexin signaling pathway involved in axon guidance","1/181","12/18670","1.103602e-01","0.50091173","0.47061955","PLXNA4"," 1","BP"
"GO:1902337","regulation of apoptotic process involved in morphogenesis","1/181","12/18670","1.103602e-01","0.50091173","0.47061955","HNF1B"," 1","BP"
"GO:1903894","regulation of IRE1-mediated unfolded protein response","1/181","12/18670","1.103602e-01","0.50091173","0.47061955","BAK1"," 1","BP"
"GO:1904862","inhibitory synapse assembly","1/181","12/18670","1.103602e-01","0.50091173","0.47061955","LHFPL4"," 1","BP"
"GO:2001053","regulation of mesenchymal cell apoptotic process","1/181","12/18670","1.103602e-01","0.50091173","0.47061955","HNF1B"," 1","BP"
"GO:0017015","regulation of transforming growth factor beta receptor signaling pathway","3/181","120/18670","1.112231e-01","0.50091173","0.47061955","PEG10/SMURF1/ZBTB7A"," 3","BP"
"GO:0022612","gland morphogenesis","3/181","120/18670","1.112231e-01","0.50091173","0.47061955","PLAG1/BCL2/RPS6KA1"," 3","BP"
"GO:0001836","release of cytochrome c from mitochondria","2/181","59/18670","1.118629e-01","0.50091173","0.47061955","BCL2/BAK1"," 2","BP"
"GO:0070527","platelet aggregation","2/181","59/18670","1.118629e-01","0.50091173","0.47061955","CLIC1/SH2B3"," 2","BP"
"GO:0072413","signal transduction involved in mitotic cell cycle checkpoint","2/181","59/18670","1.118629e-01","0.50091173","0.47061955","TFDP2/ARID3A"," 2","BP"
"GO:1902402","signal transduction involved in mitotic DNA damage checkpoint","2/181","59/18670","1.118629e-01","0.50091173","0.47061955","TFDP2/ARID3A"," 2","BP"
"GO:1902403","signal transduction involved in mitotic DNA integrity checkpoint","2/181","59/18670","1.118629e-01","0.50091173","0.47061955","TFDP2/ARID3A"," 2","BP"
"GO:1902883","negative regulation of response to oxidative stress","2/181","59/18670","1.118629e-01","0.50091173","0.47061955","NR4A3/ATG7"," 2","BP"
"GO:0001704","formation of primary germ layer","3/181","121/18670","1.132817e-01","0.50091173","0.47061955","NR4A3/HNF1B/ATOH8"," 3","BP"
"GO:0060759","regulation of response to cytokine stimulus","4/181","190/18670","1.136267e-01","0.50091173","0.47061955","IL1RN/LIFR/SH2B3/RABGEF1"," 4","BP"
"GO:0009100","glycoprotein metabolic process","7/181","419/18670","1.138478e-01","0.50091173","0.47061955","ST6GALNAC4/ST6GALNAC6/BCL2/AGO2/ITM2A/VANGL2/B4GALT2"," 7","BP"
"GO:0043500","muscle adaptation","3/181","122/18670","1.153548e-01","0.50091173","0.47061955","NR4A3/FOXO3/SLC9A1"," 3","BP"
"GO:1903578","regulation of ATP metabolic process","3/181","122/18670","1.153548e-01","0.50091173","0.47061955","PRKAA2/NUP210/ZBTB7A"," 3","BP"
"GO:1903844","regulation of cellular response to transforming growth factor beta stimulus","3/181","122/18670","1.153548e-01","0.50091173","0.47061955","PEG10/SMURF1/ZBTB7A"," 3","BP"
"GO:1905477","positive regulation of protein localization to membrane","3/181","122/18670","1.153548e-01","0.50091173","0.47061955","TFDP2/BCL2/AP2B1"," 3","BP"
"GO:0043112","receptor metabolic process","4/181","192/18670","1.168456e-01","0.50091173","0.47061955","ANKRD13B/TBC1D16/SMURF1/AP2B1"," 4","BP"
"GO:0051928","positive regulation of calcium ion transport","3/181","123/18670","1.174423e-01","0.50091173","0.47061955","BAK1/SLC9A1/CASK"," 3","BP"
"GO:0009896","positive regulation of catabolic process","7/181","423/18670","1.180332e-01","0.50091173","0.47061955","FOXO3/SMURF1/AGO2/PRKAA2/ATG7/RNF144B/TPCN1"," 7","BP"
"GO:0032370","positive regulation of lipid transport","2/181","61/18670","1.181878e-01","0.50091173","0.47061955","ATP8A2/FABP3"," 2","BP"
"GO:0046513","ceramide biosynthetic process","2/181","61/18670","1.181878e-01","0.50091173","0.47061955","ST6GALNAC6/SGMS1"," 2","BP"
"GO:0048645","animal organ formation","2/181","61/18670","1.181878e-01","0.50091173","0.47061955","TBR1/GDNF"," 2","BP"
"GO:0001867","complement activation, lectin pathway","1/181","13/18670","1.189905e-01","0.50091173","0.47061955","MASP1"," 1","BP"
"GO:0002087","regulation of respiratory gaseous exchange by neurological system process","1/181","13/18670","1.189905e-01","0.50091173","0.47061955","MECP2"," 1","BP"
"GO:0003306","Wnt signaling pathway involved in heart development","1/181","13/18670","1.189905e-01","0.50091173","0.47061955","VANGL2"," 1","BP"
"GO:0006384","transcription initiation from RNA polymerase III promoter","1/181","13/18670","1.189905e-01","0.50091173","0.47061955","POLR3H"," 1","BP"
"GO:0006707","cholesterol catabolic process","1/181","13/18670","1.189905e-01","0.50091173","0.47061955","TRERF1"," 1","BP"
"GO:0006995","cellular response to nitrogen starvation","1/181","13/18670","1.189905e-01","0.50091173","0.47061955","ATG7"," 1","BP"
"GO:0010642","negative regulation of platelet-derived growth factor receptor signaling pathway","1/181","13/18670","1.189905e-01","0.50091173","0.47061955","PTGIR"," 1","BP"
"GO:0010763","positive regulation of fibroblast migration","1/181","13/18670","1.189905e-01","0.50091173","0.47061955","PAK3"," 1","BP"
"GO:0010839","negative regulation of keratinocyte proliferation","1/181","13/18670","1.189905e-01","0.50091173","0.47061955","CASK"," 1","BP"
"GO:0016127","sterol catabolic process","1/181","13/18670","1.189905e-01","0.50091173","0.47061955","TRERF1"," 1","BP"
"GO:0031223","auditory behavior","1/181","13/18670","1.189905e-01","0.50091173","0.47061955","NRXN1"," 1","BP"
"GO:0033605","positive regulation of catecholamine secretion","1/181","13/18670","1.189905e-01","0.50091173","0.47061955","GDNF"," 1","BP"
"GO:0035627","ceramide transport","1/181","13/18670","1.189905e-01","0.50091173","0.47061955","PLEKHA8"," 1","BP"
"GO:0038007","netrin-activated signaling pathway","1/181","13/18670","1.189905e-01","0.50091173","0.47061955","UNC5C"," 1","BP"
"GO:0042532","negative regulation of tyrosine phosphorylation of STAT protein","1/181","13/18670","1.189905e-01","0.50091173","0.47061955","SH2B3"," 1","BP"
"GO:0043562","cellular response to nitrogen levels","1/181","13/18670","1.189905e-01","0.50091173","0.47061955","ATG7"," 1","BP"
"GO:0046415","urate metabolic process","1/181","13/18670","1.189905e-01","0.50091173","0.47061955","SLC16A9"," 1","BP"
"GO:0060601","lateral sprouting from an epithelium","1/181","13/18670","1.189905e-01","0.50091173","0.47061955","VANGL2"," 1","BP"
"GO:0061469","regulation of type B pancreatic cell proliferation","1/181","13/18670","1.189905e-01","0.50091173","0.47061955","NR4A3"," 1","BP"
"GO:0071872","cellular response to epinephrine stimulus","1/181","13/18670","1.189905e-01","0.50091173","0.47061955","SLC9A1"," 1","BP"
"GO:0072182","regulation of nephron tubule epithelial cell differentiation","1/181","13/18670","1.189905e-01","0.50091173","0.47061955","WWTR1"," 1","BP"
"GO:0097152","mesenchymal cell apoptotic process","1/181","13/18670","1.189905e-01","0.50091173","0.47061955","HNF1B"," 1","BP"
"GO:1900103","positive regulation of endoplasmic reticulum unfolded protein response","1/181","13/18670","1.189905e-01","0.50091173","0.47061955","BAK1"," 1","BP"
"GO:1902285","semaphorin-plexin signaling pathway involved in neuron projection guidance","1/181","13/18670","1.189905e-01","0.50091173","0.47061955","PLXNA4"," 1","BP"
"GO:1904925","positive regulation of autophagy of mitochondrion in response to mitochondrial depolarization","1/181","13/18670","1.189905e-01","0.50091173","0.47061955","SMURF1"," 1","BP"
"GO:0008637","apoptotic mitochondrial changes","3/181","124/18670","1.195439e-01","0.50091173","0.47061955","TFDP2/BCL2/BAK1"," 3","BP"
"GO:0031668","cellular response to extracellular stimulus","5/181","268/18670","1.199064e-01","0.50091173","0.47061955","BCL2/PRKAA2/ZFYVE1/PHEX/ATG7"," 5","BP"
"GO:0051168","nuclear export","4/181","194/18670","1.201042e-01","0.50091173","0.47061955","SMURF1/NUP210/PABPN1/CPSF2"," 4","BP"
"GO:0007249","I-kappaB kinase/NF-kappaB signaling","5/181","269/18670","1.212781e-01","0.50091173","0.47061955","ZMYND11/C18orf32/IL1RN/RORA/NKIRAS2"," 5","BP"
"GO:0002260","lymphocyte homeostasis","2/181","62/18670","1.213834e-01","0.50091173","0.47061955","BCL2/BAK1"," 2","BP"
"GO:0051898","negative regulation of protein kinase B signaling","2/181","62/18670","1.213834e-01","0.50091173","0.47061955","PPP2R5C/SH2B3"," 2","BP"
"GO:0070059","intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress","2/181","62/18670","1.213834e-01","0.50091173","0.47061955","BCL2/BAK1"," 2","BP"
"GO:1902305","regulation of sodium ion transmembrane transport","2/181","62/18670","1.213834e-01","0.50091173","0.47061955","SCN4B/SLC9A1"," 2","BP"
"GO:2000134","negative regulation of G1/S transition of mitotic cell cycle","3/181","125/18670","1.216594e-01","0.50091173","0.47061955","TFDP2/BCL2/ARID3A"," 3","BP"
"GO:0007548","sex differentiation","5/181","270/18670","1.226572e-01","0.50091173","0.47061955","FOXO3/BCL2/BCL2L2/BAK1/ARID4A"," 5","BP"
"GO:0045165","cell fate commitment","5/181","270/18670","1.226572e-01","0.50091173","0.47061955","TBR1/SOX6/BCL2/HNF1B/RORA"," 5","BP"
"GO:0048568","embryonic organ development","7/181","428/18670","1.233766e-01","0.50091173","0.47061955","NR4A3/GDNF/SH2B3/HNF1B/ATP8A2/VANGL2/HOXC4"," 7","BP"
"GO:0001763","morphogenesis of a branching structure","4/181","196/18670","1.234019e-01","0.50091173","0.47061955","BCL2/GDNF/HNF1B/VANGL2"," 4","BP"
"GO:0046031","ADP metabolic process","3/181","126/18670","1.237887e-01","0.50091173","0.47061955","PRKAA2/NUP210/ZBTB7A"," 3","BP"
"GO:0090101","negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway","3/181","126/18670","1.237887e-01","0.50091173","0.47061955","PEG10/SMURF1/ZBTB7A"," 3","BP"
"GO:2000146","negative regulation of cell motility","6/181","349/18670","1.244550e-01","0.50091173","0.47061955","FOXO3/CLIC4/FRMD5/BCL2/RABGEF1/MECP2"," 6","BP"
"GO:0031571","mitotic G1 DNA damage checkpoint","2/181","63/18670","1.246002e-01","0.50091173","0.47061955","TFDP2/ARID3A"," 2","BP"
"GO:0031646","positive regulation of neurological system process","2/181","63/18670","1.246002e-01","0.50091173","0.47061955","RIMS1/NRXN1"," 2","BP"
"GO:0042982","amyloid precursor protein metabolic process","2/181","63/18670","1.246002e-01","0.50091173","0.47061955","AGO2/ITM2A"," 2","BP"
"GO:0044819","mitotic G1/S transition checkpoint","2/181","63/18670","1.246002e-01","0.50091173","0.47061955","TFDP2/ARID3A"," 2","BP"
"GO:0032868","response to insulin","5/181","272/18670","1.254373e-01","0.50091173","0.47061955","CPEB1/FOXO3/SLC9A1/FABP3/FOXO4"," 5","BP"
"GO:0071426","ribonucleoprotein complex export from nucleus","3/181","127/18670","1.259316e-01","0.50091173","0.47061955","NUP210/PABPN1/CPSF2"," 3","BP"
"GO:0002091","negative regulation of receptor internalization","1/181","14/18670","1.275376e-01","0.50091173","0.47061955","ANKRD13B"," 1","BP"
"GO:0006684","sphingomyelin metabolic process","1/181","14/18670","1.275376e-01","0.50091173","0.47061955","SGMS1"," 1","BP"
"GO:0007100","mitotic centrosome separation","1/181","14/18670","1.275376e-01","0.50091173","0.47061955","KIF3B"," 1","BP"
"GO:0010248","establishment or maintenance of transmembrane electrochemical gradient","1/181","14/18670","1.275376e-01","0.50091173","0.47061955","BAK1"," 1","BP"
"GO:0010421","hydrogen peroxide-mediated programmed cell death","1/181","14/18670","1.275376e-01","0.50091173","0.47061955","FOXO3"," 1","BP"
"GO:0018410","C-terminal protein amino acid modification","1/181","14/18670","1.275376e-01","0.50091173","0.47061955","ATG7"," 1","BP"
"GO:0021692","cerebellar Purkinje cell layer morphogenesis","1/181","14/18670","1.275376e-01","0.50091173","0.47061955","RORA"," 1","BP"
"GO:0021781","glial cell fate commitment","1/181","14/18670","1.275376e-01","0.50091173","0.47061955","SOX6"," 1","BP"
"GO:0032048","cardiolipin metabolic process","1/181","14/18670","1.275376e-01","0.50091173","0.47061955","MECP2"," 1","BP"
"GO:0032802","low-density lipoprotein particle receptor catabolic process","1/181","14/18670","1.275376e-01","0.50091173","0.47061955","AP2B1"," 1","BP"
"GO:0036295","cellular response to increased oxygen levels","1/181","14/18670","1.275376e-01","0.50091173","0.47061955","ATG7"," 1","BP"
"GO:0036376","sodium ion export across plasma membrane","1/181","14/18670","1.275376e-01","0.50091173","0.47061955","SLC9A1"," 1","BP"
"GO:0043374","CD8-positive, alpha-beta T cell differentiation","1/181","14/18670","1.275376e-01","0.50091173","0.47061955","BCL2"," 1","BP"
"GO:0046037","GMP metabolic process","1/181","14/18670","1.275376e-01","0.50091173","0.47061955","CASK"," 1","BP"
"GO:0060009","Sertoli cell development","1/181","14/18670","1.275376e-01","0.50091173","0.47061955","ARID4A"," 1","BP"
"GO:0060211","regulation of nuclear-transcribed mRNA poly(A) tail shortening","1/181","14/18670","1.275376e-01","0.50091173","0.47061955","AGO2"," 1","BP"
"GO:0072216","positive regulation of metanephros development","1/181","14/18670","1.275376e-01","0.50091173","0.47061955","GDNF"," 1","BP"
"GO:0090128","regulation of synapse maturation","1/181","14/18670","1.275376e-01","0.50091173","0.47061955","NRXN1"," 1","BP"
"GO:0097202","activation of cysteine-type endopeptidase activity","1/181","14/18670","1.275376e-01","0.50091173","0.47061955","BAK1"," 1","BP"
"GO:0097468","programmed cell death in response to reactive oxygen species","1/181","14/18670","1.275376e-01","0.50091173","0.47061955","FOXO3"," 1","BP"
"GO:0099188","postsynaptic cytoskeleton organization","1/181","14/18670","1.275376e-01","0.50091173","0.47061955","WASF2"," 1","BP"
"GO:1904748","regulation of apoptotic process involved in development","1/181","14/18670","1.275376e-01","0.50091173","0.47061955","HNF1B"," 1","BP"
"GO:1904889","regulation of excitatory synapse assembly","1/181","14/18670","1.275376e-01","0.50091173","0.47061955","NRXN1"," 1","BP"
"GO:1904923","regulation of autophagy of mitochondrion in response to mitochondrial depolarization","1/181","14/18670","1.275376e-01","0.50091173","0.47061955","SMURF1"," 1","BP"
"GO:0032768","regulation of monooxygenase activity","2/181","64/18670","1.278374e-01","0.50091173","0.47061955","GDNF/NOSTRIN"," 2","BP"
"GO:0044783","G1 DNA damage checkpoint","2/181","64/18670","1.278374e-01","0.50091173","0.47061955","TFDP2/ARID3A"," 2","BP"
"GO:0048278","vesicle docking","2/181","64/18670","1.278374e-01","0.50091173","0.47061955","STX6/RAB3B"," 2","BP"
"GO:0050432","catecholamine secretion","2/181","64/18670","1.278374e-01","0.50091173","0.47061955","GDNF/MECP2"," 2","BP"
"GO:0009855","determination of bilateral symmetry","3/181","128/18670","1.280879e-01","0.50091173","0.47061955","RFX3/VANGL2/KIF3B"," 3","BP"
"GO:0071166","ribonucleoprotein complex localization","3/181","128/18670","1.280879e-01","0.50091173","0.47061955","NUP210/PABPN1/CPSF2"," 3","BP"
"GO:0016052","carbohydrate catabolic process","4/181","199/18670","1.284203e-01","0.50147755","0.47115115","PRKAA2/NUP210/ZBTB7A/PPP1R3B"," 4","BP"
"GO:0030098","lymphocyte differentiation","6/181","353/18670","1.293555e-01","0.50280658","0.47239981","BCL2/ZBTB7A/BAK1/ITM2A/RORA/KDELR1"," 6","BP"
"GO:0050673","epithelial cell proliferation","7/181","434/18670","1.299503e-01","0.50280658","0.47239981","NR4A3/LAMC1/BCL2L2/RPS6KA1/HNF1B/ATOH8/CASK"," 7","BP"
"GO:0009799","specification of symmetry","3/181","129/18670","1.302573e-01","0.50280658","0.47239981","RFX3/VANGL2/KIF3B"," 3","BP"
"GO:0018022","peptidyl-lysine methylation","3/181","129/18670","1.302573e-01","0.50280658","0.47239981","SUV39H1/ARID4A/MECP2"," 3","BP"
"GO:0043434","response to peptide hormone","7/181","436/18670","1.321802e-01","0.50280658","0.47239981","NR4A3/CPEB1/FOXO3/SLC9A1/PHEX/FABP3/FOXO4"," 7","BP"
"GO:0050804","modulation of chemical synaptic transmission","7/181","436/18670","1.321802e-01","0.50280658","0.47239981","RIMS1/GDNF/NRXN1/RAB3B/MECP2/CASK/GRIK3"," 7","BP"
"GO:0003231","cardiac ventricle development","3/181","130/18670","1.324398e-01","0.50280658","0.47239981","VANGL2/AP2B1/DCTN5"," 3","BP"
"GO:0099177","regulation of trans-synaptic signaling","7/181","437/18670","1.333023e-01","0.50280658","0.47239981","RIMS1/GDNF/NRXN1/RAB3B/MECP2/CASK/GRIK3"," 7","BP"
"GO:0001822","kidney development","5/181","278/18670","1.339511e-01","0.50280658","0.47239981","BCL2/GDNF/HNF1B/WWTR1/VANGL2"," 5","BP"
"GO:0040014","regulation of multicellular organism growth","2/181","66/18670","1.343703e-01","0.50280658","0.47239981","BCL2/ATP8A2"," 2","BP"
"GO:1902807","negative regulation of cell cycle G1/S phase transition","3/181","131/18670","1.346351e-01","0.50280658","0.47239981","TFDP2/BCL2/ARID3A"," 3","BP"
"GO:0007266","Rho protein signal transduction","4/181","203/18670","1.352425e-01","0.50280658","0.47239981","CDC42SE1/VANGL2/RND2/ARHGEF37"," 4","BP"
"GO:0001711","endodermal cell fate commitment","1/181","15/18670","1.360022e-01","0.50280658","0.47239981","HNF1B"," 1","BP"
"GO:0006122","mitochondrial electron transport, ubiquinol to cytochrome c","1/181","15/18670","1.360022e-01","0.50280658","0.47239981","MECP2"," 1","BP"
"GO:0006390","mitochondrial transcription","1/181","15/18670","1.360022e-01","0.50280658","0.47239981","FOXO3"," 1","BP"
"GO:0007216","G protein-coupled glutamate receptor signaling pathway","1/181","15/18670","1.360022e-01","0.50280658","0.47239981","GRIK3"," 1","BP"
"GO:0007638","mechanosensory behavior","1/181","15/18670","1.360022e-01","0.50280658","0.47239981","NRXN1"," 1","BP"
"GO:0032645","regulation of granulocyte macrophage colony-stimulating factor production","1/181","15/18670","1.360022e-01","0.50280658","0.47239981","CD84"," 1","BP"
"GO:0033689","negative regulation of osteoblast proliferation","1/181","15/18670","1.360022e-01","0.50280658","0.47239981","BCL2"," 1","BP"
"GO:0034111","negative regulation of homotypic cell-cell adhesion","1/181","15/18670","1.360022e-01","0.50280658","0.47239981","SH2B3"," 1","BP"
"GO:0042159","lipoprotein catabolic process","1/181","15/18670","1.360022e-01","0.50280658","0.47239981","PPT1"," 1","BP"
"GO:0042754","negative regulation of circadian rhythm","1/181","15/18670","1.360022e-01","0.50280658","0.47239981","SUV39H1"," 1","BP"
"GO:0043249","erythrocyte maturation","1/181","15/18670","1.360022e-01","0.50280658","0.47239981","ZBTB7A"," 1","BP"
"GO:0045475","locomotor rhythm","1/181","15/18670","1.360022e-01","0.50280658","0.47239981","USP2"," 1","BP"
"GO:0046321","positive regulation of fatty acid oxidation","1/181","15/18670","1.360022e-01","0.50280658","0.47239981","NR4A3"," 1","BP"
"GO:0048070","regulation of developmental pigmentation","1/181","15/18670","1.360022e-01","0.50280658","0.47239981","BCL2"," 1","BP"
"GO:0048569","post-embryonic animal organ development","1/181","15/18670","1.360022e-01","0.50280658","0.47239981","BAK1"," 1","BP"
"GO:0051299","centrosome separation","1/181","15/18670","1.360022e-01","0.50280658","0.47239981","KIF3B"," 1","BP"
"GO:0055089","fatty acid homeostasis","1/181","15/18670","1.360022e-01","0.50280658","0.47239981","PRKAA2"," 1","BP"
"GO:0060026","convergent extension","1/181","15/18670","1.360022e-01","0.50280658","0.47239981","VANGL2"," 1","BP"
"GO:0060134","prepulse inhibition","1/181","15/18670","1.360022e-01","0.50280658","0.47239981","NRXN1"," 1","BP"
"GO:0060766","negative regulation of androgen receptor signaling pathway","1/181","15/18670","1.360022e-01","0.50280658","0.47239981","ZBTB7A"," 1","BP"
"GO:0070365","hepatocyte differentiation","1/181","15/18670","1.360022e-01","0.50280658","0.47239981","HNF1B"," 1","BP"
"GO:0072160","nephron tubule epithelial cell differentiation","1/181","15/18670","1.360022e-01","0.50280658","0.47239981","WWTR1"," 1","BP"
"GO:0072283","metanephric renal vesicle morphogenesis","1/181","15/18670","1.360022e-01","0.50280658","0.47239981","GDNF"," 1","BP"
"GO:0098719","sodium ion import across plasma membrane","1/181","15/18670","1.360022e-01","0.50280658","0.47239981","SLC9A1"," 1","BP"
"GO:1905874","regulation of postsynaptic density organization","1/181","15/18670","1.360022e-01","0.50280658","0.47239981","NRXN1"," 1","BP"
"GO:2001256","regulation of store-operated calcium entry","1/181","15/18670","1.360022e-01","0.50280658","0.47239981","CD84"," 1","BP"
"GO:0042552","myelination","3/181","132/18670","1.368431e-01","0.50280658","0.47239981","NAB1/SH3TC2/FAM126A"," 3","BP"
"GO:0032387","negative regulation of intracellular transport","2/181","67/18670","1.376647e-01","0.50280658","0.47239981","RABGEF1/CD84"," 2","BP"
"GO:0048747","muscle fiber development","2/181","67/18670","1.376647e-01","0.50280658","0.47239981","BCL2/SGCD"," 2","BP"
"GO:0051705","multi-organism behavior","2/181","67/18670","1.376647e-01","0.50280658","0.47239981","NRXN1/MECP2"," 2","BP"
"GO:0030100","regulation of endocytosis","5/181","281/18670","1.383034e-01","0.50280658","0.47239981","ANKRD13B/PPT1/RABGEF1/AAK1/AP2B1"," 5","BP"
"GO:0042770","signal transduction in response to DNA damage","3/181","133/18670","1.390634e-01","0.50280658","0.47239981","TFDP2/FOXO3/ARID3A"," 3","BP"
"GO:0031331","positive regulation of cellular catabolic process","6/181","361/18670","1.394320e-01","0.50280658","0.47239981","FOXO3/SMURF1/AGO2/PRKAA2/RNF144B/TPCN1"," 6","BP"
"GO:0016239","positive regulation of macroautophagy","2/181","68/18670","1.409768e-01","0.50280658","0.47239981","SMURF1/PRKAA2"," 2","BP"
"GO:0045806","negative regulation of endocytosis","2/181","68/18670","1.409768e-01","0.50280658","0.47239981","ANKRD13B/RABGEF1"," 2","BP"
"GO:0006165","nucleoside diphosphate phosphorylation","3/181","134/18670","1.412960e-01","0.50280658","0.47239981","PRKAA2/NUP210/ZBTB7A"," 3","BP"
"GO:0007272","ensheathment of neurons","3/181","134/18670","1.412960e-01","0.50280658","0.47239981","NAB1/SH3TC2/FAM126A"," 3","BP"
"GO:0008366","axon ensheathment","3/181","134/18670","1.412960e-01","0.50280658","0.47239981","NAB1/SH3TC2/FAM126A"," 3","BP"
"GO:0048565","digestive tract development","3/181","134/18670","1.412960e-01","0.50280658","0.47239981","BCL2/HNF1B/VANGL2"," 3","BP"
"GO:0006643","membrane lipid metabolic process","4/181","207/18670","1.422097e-01","0.50280658","0.47239981","ST6GALNAC4/ST6GALNAC6/PPT1/SGMS1"," 4","BP"
"GO:0099003","vesicle-mediated transport in synapse","4/181","207/18670","1.422097e-01","0.50280658","0.47239981","RIMS1/STX6/AP2B1/CASK"," 4","BP"
"GO:0006405","RNA export from nucleus","3/181","135/18670","1.435407e-01","0.50280658","0.47239981","NUP210/PABPN1/CPSF2"," 3","BP"
"GO:0007389","pattern specification process","7/181","446/18670","1.436137e-01","0.50280658","0.47239981","TBR1/RFX3/GDNF/HNF1B/VANGL2/KIF3B/HOXC4"," 7","BP"
"GO:0015909","long-chain fatty acid transport","2/181","69/18670","1.443061e-01","0.50280658","0.47239981","PRKAA2/FABP3"," 2","BP"
"GO:0070227","lymphocyte apoptotic process","2/181","69/18670","1.443061e-01","0.50280658","0.47239981","BAK1/KDELR1"," 2","BP"
"GO:0001780","neutrophil homeostasis","1/181","16/18670","1.443851e-01","0.50280658","0.47239981","SH2B3"," 1","BP"
"GO:0002070","epithelial cell maturation","1/181","16/18670","1.443851e-01","0.50280658","0.47239981","RFX3"," 1","BP"
"GO:0007158","neuron cell-cell adhesion","1/181","16/18670","1.443851e-01","0.50280658","0.47239981","NRXN1"," 1","BP"
"GO:0010225","response to UV-C","1/181","16/18670","1.443851e-01","0.50280658","0.47239981","BAK1"," 1","BP"
"GO:0014744","positive regulation of muscle adaptation","1/181","16/18670","1.443851e-01","0.50280658","0.47239981","FOXO3"," 1","BP"
"GO:0030214","hyaluronan catabolic process","1/181","16/18670","1.443851e-01","0.50280658","0.47239981","SLC9A1"," 1","BP"
"GO:0030952","establishment or maintenance of cytoskeleton polarity","1/181","16/18670","1.443851e-01","0.50280658","0.47239981","RND2"," 1","BP"
"GO:0032604","granulocyte macrophage colony-stimulating factor production","1/181","16/18670","1.443851e-01","0.50280658","0.47239981","CD84"," 1","BP"
"GO:0033033","negative regulation of myeloid cell apoptotic process","1/181","16/18670","1.443851e-01","0.50280658","0.47239981","BCL2"," 1","BP"
"GO:0043217","myelin maintenance","1/181","16/18670","1.443851e-01","0.50280658","0.47239981","SH3TC2"," 1","BP"
"GO:0044065","regulation of respiratory system process","1/181","16/18670","1.443851e-01","0.50280658","0.47239981","MECP2"," 1","BP"
"GO:0048791","calcium ion-regulated exocytosis of neurotransmitter","1/181","16/18670","1.443851e-01","0.50280658","0.47239981","RIMS1"," 1","BP"
"GO:0061548","ganglion development","1/181","16/18670","1.443851e-01","0.50280658","0.47239981","UNC5C"," 1","BP"
"GO:0061684","chaperone-mediated autophagy","1/181","16/18670","1.443851e-01","0.50280658","0.47239981","ATG7"," 1","BP"
"GO:0070886","positive regulation of calcineurin-NFAT signaling cascade","1/181","16/18670","1.443851e-01","0.50280658","0.47239981","SLC9A1"," 1","BP"
"GO:0071380","cellular response to prostaglandin E stimulus","1/181","16/18670","1.443851e-01","0.50280658","0.47239981","PRKAA2"," 1","BP"
"GO:0071871","response to epinephrine","1/181","16/18670","1.443851e-01","0.50280658","0.47239981","SLC9A1"," 1","BP"
"GO:0072176","nephric duct development","1/181","16/18670","1.443851e-01","0.50280658","0.47239981","HNF1B"," 1","BP"
"GO:0080182","histone H3-K4 trimethylation","1/181","16/18670","1.443851e-01","0.50280658","0.47239981","ARID4A"," 1","BP"
"GO:0099116","tRNA 5'-end processing","1/181","16/18670","1.443851e-01","0.50280658","0.47239981","RPP14"," 1","BP"
"GO:0106058","positive regulation of calcineurin-mediated signaling","1/181","16/18670","1.443851e-01","0.50280658","0.47239981","SLC9A1"," 1","BP"
"GO:1902001","fatty acid transmembrane transport","1/181","16/18670","1.443851e-01","0.50280658","0.47239981","PRKAA2"," 1","BP"
"GO:1902166","negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator","1/181","16/18670","1.443851e-01","0.50280658","0.47239981","BCL2"," 1","BP"
"GO:2000369","regulation of clathrin-dependent endocytosis","1/181","16/18670","1.443851e-01","0.50280658","0.47239981","AAK1"," 1","BP"
"GO:2000651","positive regulation of sodium ion transmembrane transporter activity","1/181","16/18670","1.443851e-01","0.50280658","0.47239981","SLC9A1"," 1","BP"
"GO:2001224","positive regulation of neuron migration","1/181","16/18670","1.443851e-01","0.50280658","0.47239981","ZNF609"," 1","BP"
