"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","Class"
"GO:0032640","tumor necrosis factor production","15/1196","163/18670","1.003153e-01","4.130246e-01","3.620249e-01","PSEN1/SPN/SYT11/PIK3R1/CYBB/ZBTB20/CX3CL1/AXL/CD34/MAVS/GPNMB/TMEM106A/TIRAP/TLR9/ERRFI1","15","BP"
"GO:0009880","embryonic pattern specification","7/1196","62/18670","1.004329e-01","4.130246e-01","3.620249e-01","PTCH1/MEOX1/SMAD2/SMAD4/LRP6/TBX6/NRARP"," 7","BP"
"GO:0032623","interleukin-2 production","7/1196","62/18670","1.004329e-01","4.130246e-01","3.620249e-01","KAT5/PDE4D/CD4/PDE4B/ABL1/CD34/HDAC7"," 7","BP"
"GO:0046824","positive regulation of nucleocytoplasmic transport","7/1196","62/18670","1.004329e-01","4.130246e-01","3.620249e-01","XPO4/PSEN1/PIK3R1/PRKACA/MAVS/NEDD4/TP53"," 7","BP"
"GO:0048857","neural nucleus development","7/1196","62/18670","1.004329e-01","4.130246e-01","3.620249e-01","CDC42/NFIB/RAD1/MAOB/FOXP2/BCL2/CALM3"," 7","BP"
"GO:1901862","negative regulation of muscle tissue development","7/1196","62/18670","1.004329e-01","4.130246e-01","3.620249e-01","RGS4/LUC7L/AKIRIN1/SMAD4/TBX5/TGFBR2/GJA1"," 7","BP"
"GO:1902686","mitochondrial outer membrane permeabilization involved in programmed cell death","7/1196","62/18670","1.004329e-01","4.130246e-01","3.620249e-01","NMT1/TFDP2/MAPK8/YWHAB/TP63/BCL2/TP53"," 7","BP"
"GO:0050684","regulation of mRNA processing","13/1196","137/18670","1.005549e-01","4.130246e-01","3.620249e-01","RNF20/REST/YTHDC1/ZBTB7A/MBNL2/NELFE/CELF3/HNRNPU/CELF2/RBM8A/CCNT1/DDX17/RBFOX1","13","BP"
"GO:0072655","establishment of protein localization to mitochondrion","13/1196","137/18670","1.005549e-01","4.130246e-01","3.620249e-01","AGK/UBE2J2/USP36/NMT1/TFDP2/TOMM40L/MAPK8/YWHAB/TP63/BCL2/TP53/CALM3/UBE2D3","13","BP"
"GO:0001702","gastrulation with mouth forming second","4/1196","28/18670","1.010168e-01","4.130246e-01","3.620249e-01","ACVR2B/SMAD4/LRP6/SRF"," 4","BP"
"GO:0001773","myeloid dendritic cell activation","4/1196","28/18670","1.010168e-01","4.130246e-01","3.620249e-01","PSEN1/RBPJ/CAMK4/TGFBR2"," 4","BP"
"GO:0007205","protein kinase C-activating G protein-coupled receptor signaling pathway","4/1196","28/18670","1.010168e-01","4.130246e-01","3.620249e-01","ADORA2A/DGKH/DGKG/CCK"," 4","BP"
"GO:0008209","androgen metabolic process","4/1196","28/18670","1.010168e-01","4.130246e-01","3.620249e-01","ESR1/PLEKHA1/PPARGC1A/CYP3A4"," 4","BP"
"GO:0033137","negative regulation of peptidyl-serine phosphorylation","4/1196","28/18670","1.010168e-01","4.130246e-01","3.620249e-01","PDE4D/INPP5F/HGF/NCK2"," 4","BP"
"GO:0045577","regulation of B cell differentiation","4/1196","28/18670","1.010168e-01","4.130246e-01","3.620249e-01","IKZF3/MMP14/NCKAP1L/TLR9"," 4","BP"
"GO:0045686","negative regulation of glial cell differentiation","4/1196","28/18670","1.010168e-01","4.130246e-01","3.620249e-01","NTRK3/ID4/DAAM2/MBD1"," 4","BP"
"GO:0052312","modulation of transcription in other organism involved in symbiotic interaction","4/1196","28/18670","1.010168e-01","4.130246e-01","3.620249e-01","REST/SP1/NTRK3/CCNT1"," 4","BP"
"GO:0060512","prostate gland morphogenesis","4/1196","28/18670","1.010168e-01","4.130246e-01","3.620249e-01","ESR1/ID4/AR/TP63"," 4","BP"
"GO:2001025","positive regulation of response to drug","4/1196","28/18670","1.010168e-01","4.130246e-01","3.620249e-01","PSEN1/KMT2A/ADORA2A/RAB3B"," 4","BP"
"GO:0070661","leukocyte proliferation","25/1196","298/18670","1.016371e-01","4.146588e-01","3.634573e-01","CD55/SPN/CD38/HLA-G/CLCF1/IKZF3/CD209/CD4/PIK3CG/ABL1/CX3CL1/SOS1/TGFBR2/MEF2C/NCKAP1L/GPNMB/TIRAP/NCK2/TLR9/IL5RA/BCL2/CD1D/TP53/CD276/GJA1","25","BP"
"GO:0033146","regulation of intracellular estrogen receptor signaling pathway","5/1196","39/18670","1.016432e-01","4.146588e-01","3.634573e-01","ESR1/WBP2/AR/CBFB/TP63"," 5","BP"
"GO:2000826","regulation of heart morphogenesis","5/1196","39/18670","1.016432e-01","4.146588e-01","3.634573e-01","ROBO2/RBPJ/SMAD4/TBX5/TGFBR2"," 5","BP"
"GO:0043393","regulation of protein binding","19/1196","217/18670","1.033430e-01","4.197007e-01","3.678767e-01","ADNP/HOXA3/PSEN1/HIPK2/PRKACA/ABL1/PDGFB/NES/GNL3L/MAPK8/STMN1/MEF2C/TIRAP/GPSM1/BCL2/CDON/LDLRAP1/BDNF/SENP2","19","BP"
"GO:0043488","regulation of mRNA stability","16/1196","177/18670","1.034610e-01","4.197007e-01","3.678767e-01","YBX1/PSMF1/IGF2BP3/LARP1/SET/CACNG7/EXOSC3/PSMD11/YWHAB/IGF2BP2/FXR1/HNRNPU/TIRAP/DAZL/PSMC4/CNOT6L","16","BP"
"GO:0048593","camera-type eye morphogenesis","11/1196","112/18670","1.035650e-01","4.197007e-01","3.678767e-01","HCN1/HIPK2/HIPK1/LRP6/EPHB2/TFAP2A/SKI/MAN2A1/THRB/CDON/PROX1","11","BP"
"GO:0034976","response to endoplasmic reticulum stress","24/1196","285/18670","1.037024e-01","4.197007e-01","3.678767e-01","HM13/UBE2J2/TMTC3/ATP2A2/UBXN4/PIK3R1/CCDC47/UGGT1/USP14/USP13/CREB3L2/ERP44/SGTB/CHAC1/GOSR2/DNAJC18/TRIM13/UBE4A/NCK2/BCL2L1/BCL2/SCAMP5/BCAP31/TP53","24","BP"
"GO:0051348","negative regulation of transferase activity","24/1196","285/18670","1.037024e-01","4.197007e-01","3.678767e-01","PSEN1/SPRY3/RGS4/CDKN1B/ADORA2A/SPRED1/TRIB1/SRCIN1/ITPRIP/LRP6/ABL1/EPHB2/CBL/SPRED3/SOCS5/TAOK3/CEP85/HNRNPU/IGF1R/PTPRT/ERRFI1/SOCS3/SPRED2/TP53","24","BP"
"GO:0007252","I-kappaB phosphorylation","3/1196","18/18670","1.043324e-01","4.197007e-01","3.678767e-01","ERC1/CX3CL1/TLR9"," 3","BP"
"GO:0009048","dosage compensation by inactivation of X chromosome","3/1196","18/18670","1.043324e-01","4.197007e-01","3.678767e-01","YTHDC1/HNRNPU/PCGF5"," 3","BP"
"GO:0010612","regulation of cardiac muscle adaptation","3/1196","18/18670","1.043324e-01","4.197007e-01","3.678767e-01","ATP2B4/FOXO1/ERRFI1"," 3","BP"
"GO:0010766","negative regulation of sodium ion transport","3/1196","18/18670","1.043324e-01","4.197007e-01","3.678767e-01","NEDD4/NEDD4L/WNK4"," 3","BP"
"GO:0010878","cholesterol storage","3/1196","18/18670","1.043324e-01","4.197007e-01","3.678767e-01","ABCG1/STARD4/MSR1"," 3","BP"
"GO:0015865","purine nucleotide transport","3/1196","18/18670","1.043324e-01","4.197007e-01","3.678767e-01","CALHM1/SLC25A42/GJA1"," 3","BP"
"GO:0051895","negative regulation of focal adhesion assembly","3/1196","18/18670","1.043324e-01","4.197007e-01","3.678767e-01","FAM107A/MMP14/ACVRL1"," 3","BP"
"GO:0051957","positive regulation of amino acid transport","3/1196","18/18670","1.043324e-01","4.197007e-01","3.678767e-01","PSEN1/ADORA2A/CCK"," 3","BP"
"GO:0060749","mammary gland alveolus development","3/1196","18/18670","1.043324e-01","4.197007e-01","3.678767e-01","ESR1/TPH1/AR"," 3","BP"
"GO:0060977","coronary vasculature morphogenesis","3/1196","18/18670","1.043324e-01","4.197007e-01","3.678767e-01","SPRED1/TBX5/HEY2"," 3","BP"
"GO:0061377","mammary gland lobule development","3/1196","18/18670","1.043324e-01","4.197007e-01","3.678767e-01","ESR1/TPH1/AR"," 3","BP"
"GO:0098877","neurotransmitter receptor transport to plasma membrane","3/1196","18/18670","1.043324e-01","4.197007e-01","3.678767e-01","MAPK10/GRIPAP1/VPS35"," 3","BP"
"GO:0098969","neurotransmitter receptor transport to postsynaptic membrane","3/1196","18/18670","1.043324e-01","4.197007e-01","3.678767e-01","MAPK10/GRIPAP1/VPS35"," 3","BP"
"GO:1903242","regulation of cardiac muscle hypertrophy in response to stress","3/1196","18/18670","1.043324e-01","4.197007e-01","3.678767e-01","ATP2B4/FOXO1/ERRFI1"," 3","BP"
"GO:0006486","protein glycosylation","22/1196","258/18670","1.046638e-01","4.203430e-01","3.684397e-01","B4GALT1/ALG10B/PSEN1/TMTC3/FKTN/B3GAT1/FUT9/UGGT1/TET3/MAN2A2/GCNT2/OGT/MAN1A2/ST8SIA3/TET2/MAN2A1/ST3GAL1/GALNT3/ST8SIA4/FUT10/B4GALT4/ST8SIA5","22","BP"
"GO:0043413","macromolecule glycosylation","22/1196","258/18670","1.046638e-01","4.203430e-01","3.684397e-01","B4GALT1/ALG10B/PSEN1/TMTC3/FKTN/B3GAT1/FUT9/UGGT1/TET3/MAN2A2/GCNT2/OGT/MAN1A2/ST8SIA3/TET2/MAN2A1/ST3GAL1/GALNT3/ST8SIA4/FUT10/B4GALT4/ST8SIA5","22","BP"
"GO:1903169","regulation of calcium ion transmembrane transport","14/1196","151/18670","1.047430e-01","4.203430e-01","3.684397e-01","ATP1B1/PDE4D/NOS1/PRKACA/PDE4B/PIK3CG/ABL1/CX3CL1/CACNB4/CACNB2/SLC9A1/TLR9/CALM3/TRDN","14","BP"
"GO:1902905","positive regulation of supramolecular fiber organization","18/1196","204/18670","1.047985e-01","4.203430e-01","3.684397e-01","ARPC5L/CDC42/MECP2/SEMA5A/JMY/PSEN1/CDKN1B/RICTOR/CFL2/ABL1/CX3CL1/DSTN/ARHGEF15/FMN1/NCKAP1L/NCK2/FCHSD1/PROX1","18","BP"
"GO:0046651","lymphocyte proliferation","23/1196","272/18670","1.057713e-01","4.239352e-01","3.715884e-01","CD55/SPN/CD38/HLA-G/CLCF1/IKZF3/CD209/CD4/PIK3CG/ABL1/SOS1/TGFBR2/MEF2C/NCKAP1L/GPNMB/TIRAP/NCK2/TLR9/BCL2/CD1D/TP53/CD276/GJA1","23","BP"
"GO:0001954","positive regulation of cell-matrix adhesion","6/1196","51/18670","1.060344e-01","4.241779e-01","3.718011e-01","MAP4K4/CDK6/PLEKHA2/ABL1/CX3CL1/FMN1"," 6","BP"
"GO:0045668","negative regulation of osteoblast differentiation","6/1196","51/18670","1.060344e-01","4.241779e-01","3.718011e-01","PTCH1/SUFU/CDK6/SKI/SEMA4D/HDAC7"," 6","BP"
"GO:0042594","response to starvation","17/1196","191/18670","1.061304e-01","4.241779e-01","3.718011e-01","KIAA1324/LARP1/CBL/FAS/WNT9B/STK24/MAPK8/GLUL/PPARGC1A/LAMP2/TBC1D5/BCL2/FOXO1/ATG14/FADS1/TP53/CLEC16A","17","BP"
"GO:0007599","hemostasis","28/1196","341/18670","1.061411e-01","4.241779e-01","3.718011e-01","CDC42/RAP2B/MAFK/ITPK1/PHF21A/PIK3R1/ADORA2A/HNF4A/CBX5/PRKACA/FGB/DGKH/PIK3CG/RAB5A/TFPI/PRKCB/AXL/PIK3CB/PDGFB/CD34/ADTRP/DGKG/F9/AKAP10/GNAS/GNG2/SRF/MAFG","28","BP"
"GO:1903039","positive regulation of leukocyte cell-cell adhesion","19/1196","218/18670","1.067872e-01","4.264493e-01","3.737920e-01","CDC42/CD55/ZMIZ1/PIK3R1/HLA-G/CD209/CD4/NFAT5/KLRK1/SOCS5/ETS1/TGFBR2/NCKAP1L/NCK2/CBFB/PAK3/FAM49B/CD1D/CD276","19","BP"
"GO:0007588","excretion","7/1196","63/18670","1.071043e-01","4.264740e-01","3.738136e-01","ADORA2A/KCNMA1/MLLT6/POU3F3/NFAT5/STC1/NEDD4L"," 7","BP"
"GO:0035418","protein localization to synapse","7/1196","63/18670","1.071043e-01","4.264740e-01","3.738136e-01","MAPK10/NRXN1/GRIN2A/GPC6/GRIPAP1/IQSEC2/VPS35"," 7","BP"
"GO:0046530","photoreceptor cell differentiation","7/1196","63/18670","1.071043e-01","4.264740e-01","3.738136e-01","DCX/HCN1/NKD1/GNAT1/CRX/THRB/NTRK2"," 7","BP"
"GO:0046622","positive regulation of organ growth","7/1196","63/18670","1.071043e-01","4.264740e-01","3.738136e-01","CACNA2D2/RBPJ/FGF2/TBX5/MEF2C/PROX1/HEY2"," 7","BP"
"GO:0050821","protein stabilization","16/1196","178/18670","1.073018e-01","4.269507e-01","3.742315e-01","CRTAP/ATP1B1/NAA15/USP36/PIK3R1/AAK1/USP13/SOX4/USP2/MDM4/STX12/PPARGC1A/LAMP2/CSN3/STXBP4/TP53","16","BP"
"GO:0070372","regulation of ERK1 and ERK2 cascade","25/1196","300/18670","1.074520e-01","4.272386e-01","3.744838e-01","SPRED1/BRAF/FGB/SEMA6A/GCNT2/CD4/IL26/FGF2/SMAD4/HTR2C/ABL1/EPHB2/CX3CL1/PDGFB/OPRM1/NELFE/HTR2A/GPNMB/TIRAP/RPS6KA6/SYNJ2BP/ERRFI1/EPHA7/LIF/FLT4","25","BP"
"GO:0090257","regulation of muscle system process","22/1196","259/18670","1.078357e-01","4.284535e-01","3.755488e-01","ATP1B1/ATP2A2/RGS4/PDE4D/ATP2B4/NOS1/PRKACA/KCNMA1/PDE4B/PIK3CG/CHRM2/SMAD4/STC1/MTMR4/PPARGC1A/SLC9A1/TNNI1/FOXO1/SRF/ERRFI1/TNFRSF1A/CALM3","22","BP"
"GO:0009416","response to light stimulus","26/1196","314/18670","1.080640e-01","4.290501e-01","3.760717e-01","PIAS1/MECP2/PIK3R1/MAPK10/TRIAP1/SLC4A10/NMT1/N4BP1/AQP1/GNAT1/GRIN2A/CDC25A/PPP1CB/USP2/PDE1B/DCUN1D3/NMT2/MAPK8/USP47/NEDD4/CCK/SEMA5B/BCL2/CLOCK/TP53/SLC1A2","26","BP"
"GO:0046620","regulation of organ growth","11/1196","113/18670","1.084822e-01","4.303990e-01","3.772540e-01","CACNA2D2/RGS4/RBPJ/SLC6A4/FGF2/TBX5/TGFBR2/MEF2C/PROX1/GJA1/HEY2","11","BP"
"GO:0001678","cellular glucose homeostasis","14/1196","152/18670","1.089601e-01","4.316645e-01","3.783632e-01","KCNB1/MAP4K4/PIK3R1/PRKACA/ZBTB20/SOX4/RAB11FIP5/PPARGC1A/IGF1R/FOXO1/SRF/STXBP4/PIM3/RFX6","14","BP"
"GO:0016202","regulation of striated muscle tissue development","14/1196","152/18670","1.089601e-01","4.316645e-01","3.783632e-01","RGS4/LUC7L/RBPJ/AKIRIN1/FGF2/SMAD4/TBX5/TGFBR2/MEF2C/BCL2/CDON/DDX17/GJA1/HEY2","14","BP"
"GO:0032479","regulation of type I interferon production","12/1196","126/18670","1.091945e-01","4.316645e-01","3.783632e-01","POLR2F/POLR3H/TRIM38/DTX4/ZBTB20/MAVS/CRCP/DDX3X/RNF135/POLR3D/TIRAP/TLR9","12","BP"
"GO:0046031","ADP metabolic process","12/1196","126/18670","1.091945e-01","4.316645e-01","3.783632e-01","PSEN1/ENO2/AK2/ZBTB20/ZBTB7A/OGT/PPARGC1A/HTR2A/JMJD8/TP53/AK4/PFKFB2","12","BP"
"GO:0048706","embryonic skeletal system development","12/1196","126/18670","1.091945e-01","4.316645e-01","3.783632e-01","HOXA3/CHST11/SMAD2/TFAP2A/WNT9B/TGFBR2/MMP14/MEF2C/GNAS/SLC39A1/PCGF2/TBX15","12","BP"
"GO:0033135","regulation of peptidyl-serine phosphorylation","13/1196","139/18670","1.093054e-01","4.317919e-01","3.784749e-01","PDE4D/RICTOR/ATP2B4/NOS1/BRAF/NTRK3/INPP5F/HGF/NCK2/NSD1/BCL2/NTRK2/LIF","13","BP"
"GO:0048872","homeostasis of number of cells","21/1196","246/18670","1.098853e-01","4.335497e-01","3.800156e-01","CDK6/SKIL/PTBP3/HIPK2/ZBTB7A/PDE4B/L3MBTL3/FANCC/ABL1/AXL/PIK3CB/ETS1/EMX1/ILDR2/SOS1/MEF2C/NCKAP1L/SLC40A1/FOXN1/BCL2/SRF","21","BP"
"GO:1901863","positive regulation of muscle tissue development","9/1196","88/18670","1.100380e-01","4.335497e-01","3.800156e-01","RBPJ/FGF2/TBX5/PPARGC1A/MEF2C/BCL2/CDON/GJA1/HEY2"," 9","BP"
"GO:1903321","negative regulation of protein modification by small protein conjugation or removal","9/1196","88/18670","1.100380e-01","4.335497e-01","3.800156e-01","PSEN1/HDAC8/N4BP1/SOX4/OGT/ABL1/GNL3L/SENP2/PRMT3"," 9","BP"
"GO:0001941","postsynaptic membrane organization","5/1196","40/18670","1.103825e-01","4.335497e-01","3.800156e-01","SHISA7/NRXN1/CRIPT/SHISA6/EPHB2"," 5","BP"
"GO:0035735","intraciliary transport involved in cilium assembly","5/1196","40/18670","1.103825e-01","4.335497e-01","3.800156e-01","TTC26/PCM1/KIF17/DYNLL2/KIF3C"," 5","BP"
"GO:0046621","negative regulation of organ growth","5/1196","40/18670","1.103825e-01","4.335497e-01","3.800156e-01","RGS4/SLC6A4/TBX5/TGFBR2/GJA1"," 5","BP"
"GO:0061462","protein localization to lysosome","5/1196","40/18670","1.103825e-01","4.335497e-01","3.800156e-01","CACNG2/CACNG7/NEDD4/LAMP2/NCOA4"," 5","BP"
"GO:0071548","response to dexamethasone","5/1196","40/18670","1.103825e-01","4.335497e-01","3.800156e-01","DNMT3B/AQP1/NR3C1/FOXO1/ERRFI1"," 5","BP"
"GO:0032984","protein-containing complex disassembly","27/1196","329/18670","1.114154e-01","4.347253e-01","3.810461e-01","MICAL3/SEMA5A/FRAT1/AMER1/SMARCC2/MCTS1/HMGA1/SMARCD1/CFL2/LRP6/SET/NES/MRPS14/DSTN/FYCO1/STMN1/TAOK1/STX17/LAMP2/SNAP29/IGF1R/ATG14/SUPT16H/MRPL49/CLEC16A/TMOD2/GSPT1","27","BP"
"GO:0003016","respiratory system process","4/1196","29/18670","1.115534e-01","4.347253e-01","3.810461e-01","MECP2/CCBE1/PBX3/FLT4"," 4","BP"
"GO:0010390","histone monoubiquitination","4/1196","29/18670","1.115534e-01","4.347253e-01","3.810461e-01","RNF20/WAC/PCGF5/PCGF2"," 4","BP"
"GO:0014044","Schwann cell development","4/1196","29/18670","1.115534e-01","4.347253e-01","3.810461e-01","SH3TC2/NTRK3/SKI/NTRK2"," 4","BP"
"GO:0021602","cranial nerve morphogenesis","4/1196","29/18670","1.115534e-01","4.347253e-01","3.810461e-01","HOXA3/PLXNA4/EPHB2/TFAP2A"," 4","BP"
"GO:0033032","regulation of myeloid cell apoptotic process","4/1196","29/18670","1.115534e-01","4.347253e-01","3.810461e-01","PIK3CB/CLEC5A/MEF2C/BCL2"," 4","BP"
"GO:0045822","negative regulation of heart contraction","4/1196","29/18670","1.115534e-01","4.347253e-01","3.810461e-01","ATP2A2/PDE4D/RNLS/PIK3CG"," 4","BP"
"GO:0046134","pyrimidine nucleoside biosynthetic process","4/1196","29/18670","1.115534e-01","4.347253e-01","3.810461e-01","NME9/UCK2/UCK1/UMPS"," 4","BP"
"GO:0060536","cartilage morphogenesis","4/1196","29/18670","1.115534e-01","4.347253e-01","3.810461e-01","LRP6/STC1/MEF2C/VWA1"," 4","BP"
"GO:0070528","protein kinase C signaling","4/1196","29/18670","1.115534e-01","4.347253e-01","3.810461e-01","PDGFB/MYADM/FLT4/SEZ6"," 4","BP"
"GO:2000036","regulation of stem cell population maintenance","4/1196","29/18670","1.115534e-01","4.347253e-01","3.810461e-01","REST/WNT9B/TP63/PAX8"," 4","BP"
"GO:0001101","response to acid chemical","28/1196","343/18670","1.117250e-01","4.350852e-01","3.813616e-01","AKR1C2/PTCH1/CDKN1B/MAPK10/CD38/MMP2/AMIGO1/CYBB/ATP2B4/AQP1/GJB3/ACSL1/SLC6A4/NTRK3/SMARCD1/COL5A2/PDGFB/WNT9B/EPHA3/PPARGC1A/BCL2L1/FOXO1/GNG2/ABL2/NTRK2/SHMT2/GJA1/SLC1A2","28","BP"
"GO:0032943","mononuclear cell proliferation","23/1196","274/18670","1.120439e-01","4.357716e-01","3.819632e-01","CD55/SPN/CD38/HLA-G/CLCF1/IKZF3/CD209/CD4/PIK3CG/ABL1/SOS1/TGFBR2/MEF2C/NCKAP1L/GPNMB/TIRAP/NCK2/TLR9/BCL2/CD1D/TP53/CD276/GJA1","23","BP"
"GO:0006109","regulation of carbohydrate metabolic process","18/1196","206/18670","1.120601e-01","4.357716e-01","3.819632e-01","PSEN1/ARPP19/ZBTB20/ZBTB7A/OGT/ADCYAP1R1/EPM2AIP1/PPP1CB/PDGFB/PPARGC1A/HTR2A/JMJD8/FOXO1/SMPD3/TP53/PFKFB2/KHK/RORA","18","BP"
"GO:0019674","NAD metabolic process","8/1196","76/18670","1.125244e-01","4.369577e-01","3.830028e-01","RNLS/CD38/ENO2/NADK2/QPRT/NMNAT2/GPD2/TP53"," 8","BP"
"GO:0061045","negative regulation of wound healing","8/1196","76/18670","1.125244e-01","4.369577e-01","3.830028e-01","CDKN1B/FGB/FGF2/TFPI/PDGFB/CD34/ADTRP/GJA1"," 8","BP"
"GO:0098656","anion transmembrane transport","24/1196","288/18670","1.128392e-01","4.378705e-01","3.838030e-01","PSEN1/SLC13A5/RGS4/SLC4A10/SLC38A7/SLC12A9/GABRG1/SLC20A1/SLC38A1/ANKH/SLC6A20/SLC4A4/SLC24A4/SLC23A2/GABRB3/SLC36A1/PRKAB2/SLC9A1/SLC24A2/LRRC8B/CLCN6/SLC6A8/SLC25A42/SLC1A2","24","BP"
"GO:0090316","positive regulation of intracellular protein transport","14/1196","153/18670","1.132772e-01","4.386782e-01","3.845109e-01","UBE2J2/KCNB1/XPO4/PSEN1/USP36/PIK3R1/TM9SF4/PRKACA/MAVS/PCM1/SAR1B/BCAP31/TP53/UBE2D3","14","BP"
"GO:0034599","cellular response to oxidative stress","25/1196","302/18670","1.134743e-01","4.386782e-01","3.845109e-01","NET1/REST/ATP2A2/MMP2/CYBB/AQP1/HGF/MSRB3/FANCC/ABL1/PLEKHA1/AXL/PPARGC1B/ETS1/STK24/MAPK8/PPARGC1A/BRF2/GPR37/BCL2/FOXO1/MTR/SMPD3/PCGF2/TP53","25","BP"
"GO:0030282","bone mineralization","11/1196","114/18670","1.135323e-01","4.386782e-01","3.845109e-01","ZBTB40/ACVR2B/BMPR1B/ANKH/TFAP2A/MEF2C/GPNMB/SMPD3/TXLNG/GJA1/PHEX","11","BP"
"GO:0060421","positive regulation of heart growth","6/1196","52/18670","1.137523e-01","4.386782e-01","3.845109e-01","RBPJ/FGF2/TBX5/MEF2C/PROX1/HEY2"," 6","BP"
"GO:1990089","response to nerve growth factor","6/1196","52/18670","1.137523e-01","4.386782e-01","3.845109e-01","RAB35/NTRK3/DYNC1LI2/CBL/BDNF/NTRK2"," 6","BP"
"GO:2000649","regulation of sodium ion transmembrane transporter activity","6/1196","52/18670","1.137523e-01","4.386782e-01","3.845109e-01","ATP1B1/NEDD4/SLC9A1/FGF12/NEDD4L/WNK4"," 6","BP"
"GO:2000772","regulation of cellular senescence","6/1196","52/18670","1.137523e-01","4.386782e-01","3.845109e-01","CDK6/HLA-G/HMGA1/ABL1/NUAK1/TP53"," 6","BP"
"GO:0035023","regulation of Rho protein signal transduction","13/1196","140/18670","1.138445e-01","4.386782e-01","3.845109e-01","NET1/ARHGEF38/ARHGEF4/ABL1/STMN1/SOS1/ARHGAP35/ARHGEF15/CDC42SE1/ARHGEF12/ABL2/KCTD13/SCAI","13","BP"
"GO:0045727","positive regulation of translation","12/1196","127/18670","1.139768e-01","4.386782e-01","3.845109e-01","RPS6KB1/POLDIP3/SOX4/LARP1/LARP4B/DDX3X/NSUN4/CNBP/FXR1/NCK2/DAZL/RBMS3","12","BP"
"GO:0045600","positive regulation of fat cell differentiation","7/1196","64/18670","1.140068e-01","4.386782e-01","3.845109e-01","SULT1E1/FNDC5/ZBTB7C/HTR2C/TPH1/HTR2A/HNRNPU"," 7","BP"
"GO:0045669","positive regulation of osteoblast differentiation","7/1196","64/18670","1.140068e-01","4.386782e-01","3.845109e-01","ACVR2B/BMPR1B/HGF/ZHX3/MEF2C/TP63/GNAS"," 7","BP"
"GO:0050432","catecholamine secretion","7/1196","64/18670","1.140068e-01","4.386782e-01","3.845109e-01","KCNB1/MECP2/SYT11/ADORA2A/HTR2A/SYT1/SYT7"," 7","BP"
"GO:0110053","regulation of actin filament organization","22/1196","261/18670","1.143587e-01","4.397239e-01","3.854274e-01","ARPC5L/CDC42/SEMA5A/JMY/RGS4/PIK3R1/RICTOR/CFL2/ABL1/CX3CL1/MYADM/DSTN/STMN1/ARHGAP35/ARHGEF15/FMN1/SLC9A1/NCKAP1L/NCK2/PAK3/FCHSD1/TMOD2","22","BP"
"GO:0043534","blood vessel endothelial cell migration","16/1196","180/18670","1.152406e-01","4.426092e-01","3.879565e-01","MECP2/CARD10/SPRED1/SP1/FGF2/ABL1/PDGFB/PIK3R3/ADTRP/ETS1/MMRN2/MEF2C/ACVRL1/PIK3C2A/SRF/HDAC7","16","BP"
"GO:0048871","multicellular organismal homeostasis","38/1196","485/18670","1.153510e-01","4.426092e-01","3.879565e-01","HOXC10/TUB/ACVR2B/AQP4/CD38/RBPJ/ESRRG/AQP1/KSR2/PRKACA/ACSL1/BTBD9/DIO2/GCNT2/OGT/NOVA1/CD34/PPARGC1B/DRAM2/ILDR2/STMN1/TP53INP2/PPARGC1A/PRKAB2/HTR2A/NCDN/SLC40A1/TLR9/PRKAB1/IGF1R/TP63/BCL2/GNAS/FOXO1/SRF/PRLR/BMP8A/GJA1","38","BP"
"GO:0051249","regulation of lymphocyte activation","38/1196","485/18670","1.153510e-01","4.426092e-01","3.879565e-01","CDC42/CD55/ZMIZ1/SPN/PIK3R1/ADORA2A/CD38/HLA-G/CLCF1/IKZF3/CAMK4/CD209/CD4/ABL1/AXL/KLRK1/SOCS5/EXOSC3/SOS1/TGFBR2/MMP14/MEF2C/NRARP/NCKAP1L/GPNMB/TIRAP/NCK2/CBFB/PAK3/FAM49B/TLR9/FOXN1/TIGIT/BCL2/CD1D/RNF41/CD276/FGL2","38","BP"
"GO:0032410","negative regulation of transporter activity","9/1196","89/18670","1.158813e-01","4.443331e-01","3.894675e-01","EPHB2/WWP2/CTTNBP2NL/NEDD4/FGF12/TLR9/NEDD4L/CALM3/TRDN"," 9","BP"
"GO:0007162","negative regulation of cell adhesion","24/1196","289/18670","1.159933e-01","4.444521e-01","3.895719e-01","MAP4K4/SEMA5A/SPN/PIK3R1/PLXNA4/ADORA2A/HLA-G/SEMA6A/GCNT2/SEMA3E/ABL1/CX3CL1/FAM107A/SOCS5/ADTRP/MYADM/SEMA4D/MMP14/NRARP/GPNMB/CBFB/TIGIT/ACVRL1/FGL2","24","BP"
"GO:1901991","negative regulation of mitotic cell cycle phase transition","21/1196","248/18670","1.166753e-01","4.457223e-01","3.906852e-01","PSMF1/CDK6/CDKN1B/TRIAP1/SOX4/CNOT4/MDM4/FAM107A/TAOK3/DCUN1D3/TFDP2/PSMD11/USP47/TAOK1/GPNMB/FOXN3/BCL2/PSMC4/CTDSPL/CNOT6L/TP53","21","BP"
"GO:0061025","membrane fusion","14/1196","154/18670","1.176940e-01","4.457223e-01","3.906852e-01","VTI1A/CD4/GOSR2/STX12/RIMS1/RAB8B/STX5/STX17/SAMD9L/SNAP29/SYT1/TSNARE1/SYT7/VAPA","14","BP"
