mirnaid,refseqid,genesymbol,start,end,bindingp,energy,seed,accessibility,au,phylopstem,phylopflank,me,number_of_pairings,binding_region_length,longest_consecutive_pairings,position,validated,TargetScan,miRDB
hsa-miR-10b-5p,NM_018023,YEATS2,6341,6361,1.0,-19.1,1,0.002870336,0.647,0.012642716666666705,0.060379982500000026,-7.249989753929374,18,20,11,3UTR,,0,0
hsa-miR-10b-5p,NM_006548,IGF2BP2,2333,2350,1.0,-18.4,1,2.017204e-05,0.603,1.1223783,3.1705434025,-6.971920133026242,13,17,8,3UTR,,0,0
hsa-miR-10b-5p,NM_001291869,IGF2BP2,2351,2368,1.0,-18.4,1,2.017204e-05,0.603,5.57193625,2.6311199800000002,-6.971920133026242,13,17,8,3UTR,,0,0
hsa-miR-10b-5p,NM_001104545,TMEM255A,1779,1800,1.0,-18.1,1,0.1177057,0.721,0.0,0.0,-10.287054622852748,18,21,8,3UTR,,0,0
hsa-miR-10b-5p,NM_001104545,TMEM255A,2256,2272,1.0,-17.1,1,0.001550994,0.618,0.0,0.0,-13.654616619239693,9,13,7,3UTR,,0,0
hsa-miR-10b-5p,NM_001104544,TMEM255A,2031,2052,1.0,-18.1,1,0.1177057,0.721,0.0,0.0,-10.287054622852748,18,21,8,3UTR,,0,0
hsa-miR-10b-5p,NM_001104544,TMEM255A,2508,2524,1.0,-17.1,1,0.001550994,0.618,0.0,0.0,-13.654616619239693,9,13,7,3UTR,,0,0
hsa-miR-10b-5p,NM_017938,TMEM255A,2103,2124,1.0,-18.1,1,0.1177057,0.721,0.0,0.0,-10.287054622852748,18,21,8,3UTR,,0,0
hsa-miR-10b-5p,NM_017938,TMEM255A,2580,2596,1.0,-17.1,1,0.001550994,0.618,0.0,0.0,-13.654616619239693,9,13,7,3UTR,,0,0
hsa-miR-10b-5p,NM_001204401,XIAP,2426,2439,1.0,-19.9,1,0.01334914,0.5,0.0,0.0,-5.925499359926538,12,13,12,3UTR,MIRT697610,0,0
hsa-miR-10b-5p,NM_001167,XIAP,2459,2472,1.0,-19.9,1,0.01334914,0.5,0.0,0.0,-5.925499359926538,12,13,12,3UTR,MIRT697610,0,0
hsa-miR-10b-5p,NM_002025,AFF2,9236,9251,1.0,-17.8,1,0.002970806,0.485,0.0,0.0,-7.058396192619921,13,15,11,3UTR,,0,0
hsa-miR-10b-5p,NM_001169124,AFF2,9131,9146,1.0,-17.8,1,0.002970806,0.485,0.0,0.0,-7.058396192619921,13,15,11,3UTR,,0,0
hsa-miR-10b-5p,NM_001169122,AFF2,9131,9146,1.0,-17.8,1,0.002970806,0.485,0.0,0.0,-7.058396192619921,13,15,11,3UTR,,0,0
hsa-miR-10b-5p,NM_001170628,AFF2,7750,7785,1.0,-17.8,1,0.002970806,0.485,0.0,0.0,-7.058396192619921,13,16,11,3UTR,,0,0
hsa-miR-10b-5p,NM_001306144,MTMR1,3338,3353,1.0,-20.6,1,0.0001266615,0.544,0.0,0.0,-6.514540193678739,13,15,8,3UTR,,0,0
hsa-miR-10b-5p,NM_005629,SLC6A8,3460,3500,1.0,-20.5,1,0.0001031017,0.353,0.0,0.0,-11.361627584682608,11,15,8,3UTR,,0,0
hsa-miR-10b-5p,NM_001142806,SLC6A8,3009,3049,1.0,-20.5,1,0.0001031017,0.353,0.0,0.0,-11.361627584682608,11,15,8,3UTR,,0,0
hsa-miR-10b-5p,NM_001303514,PDZD4,3027,3063,1.0,-24.4,1,4.408876e-06,0.397,0.0,0.0,-7.730847562166263,18,23,10,3UTR,,0,0
hsa-miR-10b-5p,NM_032512,PDZD4,3354,3390,1.0,-24.4,1,4.408876e-06,0.397,0.0,0.0,-7.730847562166263,18,23,10,3UTR,,0,0
hsa-miR-10b-5p,NM_001303512,PDZD4,3372,3408,1.0,-24.4,1,4.408876e-06,0.397,0.0,0.0,-7.730847562166263,18,23,10,3UTR,,0,0
hsa-miR-10b-5p,NM_001456,FLNA,8392,8412,1.0,-20.0,1,0.0002199169,0.397,0.0,0.0,-5.4812609810729835,16,20,10,3UTR,,0,0
hsa-miR-10b-5p,NM_001110556,FLNA,8416,8436,1.0,-20.0,1,0.0002199169,0.397,0.0,0.0,-5.4812609810729835,16,20,10,3UTR,,0,0
hsa-miR-10b-5p,NM_005840,SPRY3,1620,1645,1.0,-22.7,1,0.02020544,0.559,0.0,0.0,-8.004855389940193,20,25,8,3UTR,,0,0
hsa-miR-10b-5p,NM_005740,DNAL4,740,757,1.0,-18.5,1,3.593617e-05,0.324,0.0,0.0,-9.59801268497865,14,17,10,3UTR,,0,0
hsa-miR-10b-5p,NM_002608,PDGFB,2779,2810,1.0,-22.5,1,1.477984e-08,0.471,0.0,0.0,-6.148579555084091,17,23,9,3UTR,,0,0
hsa-miR-10b-5p,NM_033016,PDGFB,1679,1710,1.0,-22.5,1,1.477984e-08,0.471,0.0,0.0,-6.148579555084091,17,23,9,3UTR,,0,0
hsa-miR-10b-5p,NM_006116,TAB1,3051,3071,1.0,-17.9,1,0.0001475436,0.515,0.0,0.0,-7.371380111199145,12,15,10,3UTR,,0,0
hsa-miR-10b-5p,NM_001204827,XPNPEP3,270,283,1.0,-16.0,1,0.0003499275,0.485,0.0,0.0,-12.919167058989059,10,13,7,3UTR,MIRT707354,0,1
hsa-miR-10b-5p,NM_001003796,SNU13,632,667,1.0,-21.6,1,0.0007401565,0.544,0.0,0.0,-4.650164754877524,16,19,12,3UTR,,0,1
hsa-miR-10b-5p,NM_005008,SNU13,864,899,1.0,-21.6,1,0.0007401565,0.544,0.0,0.0,-4.650164754877524,16,19,12,3UTR,,0,1
hsa-miR-10b-5p,XM_017028559,RABL2B,1765,1784,1.0,-19.1,1,1.141439e-05,0.515,0.0,0.0,-8.237904470243807,13,15,13,3UTR,,0,0
hsa-miR-10b-5p,NM_001139468,TBL1X,5089,5106,1.0,-17.8,1,0.002007813,0.353,0.0,0.0,-10.342201311511984,13,17,10,3UTR,,1,0
hsa-miR-10b-5p,NM_001139466,TBL1X,5099,5116,1.0,-17.8,1,0.002007813,0.353,0.0,0.0,-10.342201311511984,13,17,10,3UTR,,1,0
hsa-miR-10b-5p,NM_001139467,TBL1X,4954,4971,1.0,-17.8,1,0.002007813,0.353,0.0,0.0,-10.342201311511984,13,17,10,3UTR,,1,0
hsa-miR-10b-5p,NM_005647,TBL1X,5218,5235,1.0,-17.8,1,0.002007813,0.353,0.0,0.0,-10.342201311511984,13,17,10,3UTR,,1,0
hsa-miR-10b-5p,NM_078628,MSL3,2094,2110,1.0,-15.9,1,0.001267932,0.574,0.0,0.0,-14.466127870277449,15,16,15,3UTR,MIRT047419,0,1
hsa-miR-10b-5p,NM_016562,TLR7,4179,4199,1.0,-17.6,1,1.667273e-06,0.544,0.0,0.0,-6.748839937868687,12,16,6,3UTR,,0,0
hsa-miR-10b-5p,NM_001297564,TCEANC,2236,2249,1.0,-16.4,1,0.001458225,0.603,0.0,0.0,-8.239134289107168,11,13,6,3UTR,,0,0
hsa-miR-10b-5p,XM_017029316,TCEANC,2349,2362,1.0,-16.4,1,0.001458225,0.603,0.0,0.0,-8.239134289107168,11,13,6,3UTR,,0,0
hsa-miR-10b-5p,NM_001205019,GK,2652,2666,1.0,-20.1,1,0.0006843335,0.647,0.0,0.0,-5.925499359926538,12,14,7,3UTR,MIRT047490,0,0
hsa-miR-10b-5p,NM_203391,GK,2565,2579,1.0,-20.1,1,0.0006843335,0.647,0.0,0.0,-5.925499359926538,12,14,7,3UTR,MIRT047490,0,0
hsa-miR-10b-5p,NM_001128127,GK,2634,2648,1.0,-20.1,1,0.0006843335,0.647,0.0,0.0,-5.925499359926538,12,14,7,3UTR,MIRT047490,0,0
hsa-miR-10b-5p,NM_000167,GK,2547,2561,1.0,-20.1,1,0.0006843335,0.647,0.0,0.0,-5.925499359926538,12,14,7,3UTR,MIRT047490,0,0
hsa-miR-10b-5p,NM_004229,MED14,5676,5687,1.0,-17.2,1,0.01001775,0.603,0.0,0.0,-10.254597317694373,10,11,10,3UTR,,0,0
hsa-miR-10b-5p,NM_144963,FAM91A1,3899,3928,1.0,-15.2,1,0.004056407,0.647,0.8790945833333333,1.0417713750000002,-10.39884692653892,11,14,8,3UTR,,0,1
hsa-miR-10b-5p,NM_174911,FAM84B,4158,4174,1.0,-21.4,1,0.01832888,0.574,3.5904398499999997,4.2259750700000005,-5.459754139171521,14,16,12,3UTR,,0,0
hsa-miR-10b-5p,XM_017013107,FAM84B,4204,4220,1.0,-21.4,1,0.01832888,0.574,0.0,0.0,-5.459754139171521,14,16,12,3UTR,,0,0
hsa-miR-10b-5p,NM_016018,PHF20L1,5249,5272,1.0,-18.7,1,0.009715941,0.706,1.2951950699999997,0.98672215175,-6.995398001915627,19,23,10,3UTR,,0,0
hsa-miR-10b-5p,NM_001277196,PHF20L1,5171,5194,1.0,-18.7,1,0.009715941,0.706,1.2951950699999997,0.98672215175,-6.995398001915627,19,23,10,3UTR,,0,0
hsa-miR-10b-5p,XM_006716617,ST3GAL1,6147,6163,1.0,-19.2,1,3.020968e-05,0.515,0.0,0.0,-5.1900497996759025,13,16,9,3UTR,,0,0
hsa-miR-10b-5p,XM_017013736,ST3GAL1,5323,5339,1.0,-19.2,1,3.020968e-05,0.515,0.0,0.0,-5.1900497996759025,13,16,9,3UTR,,0,0
hsa-miR-10b-5p,NM_001164623,AGO2,6443,6463,1.0,-17.8,1,2.624647e-05,0.691,0.21693909090909091,1.5484864775,-10.39884692653892,11,13,11,3UTR,,0,0
hsa-miR-10b-5p,NM_012154,AGO2,6545,6565,1.0,-17.8,1,2.624647e-05,0.691,2.919781272727273,1.2631397050000002,-10.39884692653892,11,13,11,3UTR,,0,0
hsa-miR-10b-5p,NM_016647,THEM6,1547,1563,1.0,-18.3,1,1.582936e-05,0.353,-1.1796810333333334,-0.7435146924999998,-8.536853109272258,12,16,9,3UTR,,0,0
hsa-miR-10b-5p,NM_177457,LYNX1,3800,3818,1.0,-19.0,1,0.02777632,0.426,0.003072000000000003,-0.50706448625,-12.686117978685445,14,18,7,3UTR,,0,0
hsa-miR-10b-5p,NM_177477,LYNX1,3933,3951,1.0,-19.0,1,0.02777632,0.426,-0.5387828714285715,0.011001548750000062,-12.686117978685445,14,18,7,3UTR,,0,0
hsa-miR-10b-5p,NM_177476,LYNX1,3819,3837,1.0,-19.0,1,0.02777632,0.426,-0.4066228571428571,-0.56488418875,-12.686117978685445,14,18,7,3UTR,,0,0
hsa-miR-10b-5p,NM_000497,CYP11B1,2007,2061,1.0,-23.5,1,5.680331e-08,0.485,0.243614584,0.01478804924999988,-7.730847562166263,17,22,10,3UTR,,0,0
hsa-miR-10b-5p,NM_001288805,ZNF707,2714,2750,1.0,-20.6,1,0.0008756237,0.441,0.006325299999999978,-0.4436562375000001,-10.830859684213905,16,19,10,3UTR,,0,0
hsa-miR-10b-5p,NM_173831,ZNF707,2074,2110,1.0,-20.6,1,0.0008756237,0.441,-0.01843981666666668,-0.46371348025000003,-10.830859684213905,16,19,10,3UTR,,0,0
hsa-miR-10b-5p,NM_001100598,ZNF707,2000,2036,1.0,-20.6,1,0.0008756237,0.441,0.006325299999999978,-0.4436562375000001,-10.830859684213905,16,19,10,3UTR,,0,0
hsa-miR-10b-5p,NM_020829,RIC1,4805,4825,1.0,-18.4,1,0.08758836,0.676,0.19720057999999996,0.3394572575,-13.898648723754015,14,20,10,3UTR,,0,0
hsa-miR-10b-5p,NM_001206557,RIC1,4694,4714,1.0,-18.4,1,0.08758836,0.676,0.37061859999999996,0.52100353,-13.898648723754015,14,20,10,3UTR,,0,0
hsa-miR-10b-5p,NM_001317939,BNC2,5673,5689,1.0,-18.7,1,0.001791932,0.632,0.22985666,0.18246860249999997,-6.246131332038532,15,16,15,3UTR,,0,0
hsa-miR-10b-5p,NM_017645,HAUS6,4550,4570,1.0,-15.7,1,0.0004697368,0.632,-0.183976075,0.3210708187499999,-8.750273835336888,11,13,11,3UTR,,0,0
hsa-miR-10b-5p,NM_001193288,SLC24A2,6486,6499,1.0,-17.2,1,0.001113897,0.588,0.11829812857142855,-0.06206285125000003,-8.07654793345695,12,13,12,3UTR,,0,0
hsa-miR-10b-5p,NM_020344,SLC24A2,6537,6550,1.0,-17.2,1,0.001113897,0.588,-0.010619014285714311,-0.06553378499999998,-8.07654793345695,12,13,12,3UTR,,0,0
hsa-miR-10b-5p,NM_058197,CDKN2A,800,813,1.0,-19.4,1,1.552881e-05,0.397,0.1488730375,1.0152122475000003,-8.750273835336888,11,13,8,3UTR,MIRT006368,0,0
hsa-miR-10b-5p,XM_005251343,CDKN2A,448,461,1.0,-19.4,1,1.552881e-05,0.397,0.0,0.0,-8.750273835336888,11,13,8,3UTR,MIRT006368,0,0
hsa-miR-10b-5p,NM_182739,NDUFB6,745,778,1.0,-21.7,1,0.009391704,0.691,0.44099999999999995,0.7982000000000001,-11.374879977366588,18,23,8,3UTR,,0,0
hsa-miR-10b-5p,NM_002493,NDUFB6,790,823,1.0,-21.7,1,0.009391704,0.691,1.32225,0.49974999999999997,-11.374879977366588,18,23,8,3UTR,,0,0
hsa-miR-10b-5p,NM_018225,SMU1,5529,5552,1.0,-20.0,1,9.244139e-06,0.603,4.34578396,3.0394515275000007,-7.730847562166263,16,23,10,3UTR,,0,0
hsa-miR-10b-5p,NM_020702,MYORG,3801,3820,1.0,-19.1,1,0.02095072,0.456,-0.1611470125,0.11401489125000003,-9.06124504818596,13,19,8,3UTR,,0,0
hsa-miR-10b-5p,NM_001142784,IL11RA,1665,1681,1.0,-18.7,1,0.0008658959,0.529,0.36021602999999996,0.6891717984374999,-6.148579555084091,13,16,6,3UTR,,0,0
hsa-miR-10b-5p,NM_015297,PHF24,4248,4262,1.0,-18.3,1,1.245645e-05,0.338,-0.17249581249999998,0.21333154624999992,-11.361627584682608,11,14,8,3UTR,,0,0
hsa-miR-10b-5p,NM_181359,IL6R,1887,1903,1.0,-18.6,1,6.232758e-05,0.426,0.040467913333333314,-0.3870396287500001,-5.925499359926538,12,16,8,3UTR,,0,0
hsa-miR-10b-5p,NM_002249,KCNN3,7041,7057,1.0,-18.2,1,0.0001145113,0.559,1.4665662000000002,1.3135229162499997,-8.429258759619717,13,16,10,3UTR,,0,0
hsa-miR-10b-5p,NM_001204087,KCNN3,7086,7102,1.0,-18.2,1,0.0001145113,0.559,3.2936820000000004,1.23268383625,-8.429258759619717,13,16,10,3UTR,,0,0
hsa-miR-10b-5p,NM_170782,KCNN3,5962,5978,1.0,-18.2,1,0.0001145113,0.559,-0.03773369999999998,0.32242264125,-8.429258759619717,13,16,10,3UTR,,0,0
hsa-miR-10b-5p,NM_005920,MEF2D,2568,2589,1.0,-18.0,1,0.001867046,0.544,1.9942754285714284,3.6718569500000005,-6.305510012782684,17,21,12,3UTR,,0,0
hsa-miR-10b-5p,XM_011509510,PEAR1,4231,4245,1.0,-18.2,1,1.045476e-05,0.515,0.0,0.0,-11.077650871762618,12,14,10,3UTR,,0,0
hsa-miR-10b-5p,NM_001080471,PEAR1,4099,4113,1.0,-18.2,1,1.045476e-05,0.515,-0.5200784199999999,-0.4186371471250001,-11.077650871762618,12,14,10,3UTR,,0,0
hsa-miR-10b-5p,NM_001297576,PEA15,1732,1743,1.0,-15.3,1,0.001320155,0.529,1.141487821,0.455021672875,-10.254597317694373,10,11,10,3UTR,,1,0
hsa-miR-10b-5p,NM_003768,PEA15,1425,1436,1.0,-15.3,1,0.001320155,0.529,1.141487821,0.455021672875,-10.254597317694373,10,11,10,3UTR,,1,0
hsa-miR-10b-5p,NM_001297578,PEA15,1359,1370,1.0,-15.3,1,0.001320155,0.529,1.141487821,0.455021672875,-10.254597317694373,10,11,10,3UTR,,1,0
hsa-miR-10b-5p,NM_001184881,CD84,1693,1739,1.0,-19.5,1,0.0007977937,0.544,0.20961581818181815,0.21251421050000002,-5.9392953675437665,15,18,11,3UTR,,0,0
hsa-miR-10b-5p,NM_003874,CD84,1791,1837,1.0,-19.5,1,0.0007977937,0.544,0.44150874454545463,-0.17932104875,-5.9392953675437665,15,18,11,3UTR,,0,0
hsa-miR-10b-5p,NM_001330742,CD84,1824,1870,1.0,-19.5,1,0.0007977937,0.544,0.11685801818181817,0.011282353374999998,-5.9392953675437665,15,18,11,3UTR,,0,0
hsa-miR-10b-5p,NM_001184879,CD84,1842,1888,1.0,-19.5,1,0.0007977937,0.544,-0.1717199909090909,0.062298890874999985,-5.9392953675437665,15,18,11,3UTR,,0,0
hsa-miR-10b-5p,NM_001135240,C1orf226,1854,1872,1.0,-19.0,1,0.001740528,0.412,-0.20686425882352943,-0.24673026625,-4.95700071937229,17,18,17,3UTR,,0,0
hsa-miR-10b-5p,NM_001085375,C1orf226,1824,1842,1.0,-19.0,1,0.001740528,0.412,-0.3686088,-0.23615479499999997,-4.95700071937229,17,18,17,3UTR,,0,0
hsa-miR-10b-5p,NM_021228,SCAF1,4160,4180,1.0,-20.0,1,5.451593e-08,0.294,-0.7903771323076924,0.596340720525641,-5.925499359926538,12,15,8,3UTR,,0,0
hsa-miR-10b-5p,NM_003121,SPIB,1095,1112,1.0,-20.2,1,4.700855e-05,0.456,0.015215750000000014,0.0034339224999999987,-12.408048357782313,12,17,8,3UTR,,0,0
hsa-miR-10b-5p,NM_001243999,SPIB,1091,1108,1.0,-20.2,1,4.700855e-05,0.456,0.015215750000000014,0.0034339224999999987,-12.408048357782313,12,17,8,3UTR,,0,0
hsa-miR-10b-5p,NM_001243998,SPIB,880,897,1.0,-20.2,1,4.700855e-05,0.456,0.015215750000000014,0.0034339224999999987,-12.408048357782313,12,17,8,3UTR,,0,0
hsa-miR-10b-5p,NM_001282332,TSEN34,1476,1507,1.0,-18.0,1,0.0001982667,0.559,0.09742637181818176,0.561150397,-6.907794008098015,11,13,11,3UTR,,0,1
hsa-miR-10b-5p,NM_001077446,TSEN34,1316,1347,1.0,-18.0,1,0.0001982667,0.559,-0.32170232727272724,0.45329095774999995,-6.907794008098015,11,13,11,3UTR,,0,1
hsa-miR-10b-5p,NM_016202,ZNF580,1302,1318,1.0,-18.5,1,0.003289251,0.412,-0.3504462933333334,0.04520417125000004,-5.1900497996759025,13,16,9,3UTR,,0,0
hsa-miR-10b-5p,NM_001163423,ZNF580,909,925,1.0,-18.5,1,0.003289251,0.412,-0.3504462933333334,0.04520417125000004,-5.1900497996759025,13,16,9,3UTR,,0,0
hsa-miR-10b-5p,NM_022103,ZNF667,2676,2727,1.0,-17.7,1,0.001021658,0.574,1.4165805750000002,0.30844773625,-12.408048357782313,12,18,8,3UTR,,0,0
hsa-miR-10b-5p,NM_001321356,ZNF667,3278,3329,1.0,-17.7,1,0.001021658,0.574,-1.094779075,-0.34335985375000005,-12.408048357782313,12,18,8,3UTR,,0,0
hsa-miR-10b-5p,NM_018669,WDR4,1978,1996,1.0,-18.8,1,1.452926e-05,0.441,0.30311818333333335,1.1865029950000001,-6.246439457921665,12,14,12,3UTR,,0,0
hsa-miR-10b-5p,NM_015056,RRP1B,5021,5032,1.0,-17.2,1,0.0004059274,0.588,0.34557974999999996,0.3216836319078947,-10.254597317694373,10,11,10,3UTR,,0,0
hsa-miR-10b-5p,NM_001283051,ICOSLG,1475,1490,1.0,-19.0,1,1.175169e-05,0.353,-0.2959174375000001,0.02227821125,-11.128578504378995,14,15,14,3UTR,,0,0
hsa-miR-10b-5p,NM_015259,ICOSLG,1826,1841,1.0,-19.0,1,1.175169e-05,0.353,-0.05713212499999998,-0.06324052125000001,-11.128578504378995,14,15,14,3UTR,,0,0
hsa-miR-10b-5p,NM_001286416,SUMO3,732,754,1.0,-16.1,1,0.01025095,0.632,-0.03149255555555556,0.08673539250000005,-11.418273199709544,9,11,9,3UTR,,0,0
hsa-miR-10b-5p,NM_001145436,LSS,3001,3049,1.0,-20.9,1,0.0001371314,0.544,2.744785214285715,3.106949953750001,-4.761823477911366,15,20,10,3UTR,MIRT047498,0,1
hsa-miR-10b-5p,NM_002340,LSS,3034,3082,1.0,-20.9,1,0.0001371314,0.544,1.7738911642857145,3.90985817375,-4.761823477911366,15,20,10,3UTR,MIRT047498,0,1
hsa-miR-10b-5p,NM_022720,DGCR8,3199,3214,1.0,-17.0,1,0.0001721305,0.309,0.752890625,-0.0503874025,-12.097077144933243,10,15,8,3UTR,,0,0
hsa-miR-10b-5p,NM_015094,HIC2,2519,2533,1.0,-23.9,1,5.072747e-07,0.324,0.3643725846153847,-0.047086472499999976,-5.1900497996759025,13,14,13,3UTR,,0,0
hsa-miR-10b-5p,XM_011530010,HIC2,2704,2718,1.0,-23.9,1,5.072747e-07,0.324,0.0,0.0,-5.1900497996759025,13,14,13,3UTR,,0,0
hsa-miR-10b-5p,NM_014337,PPIL2,2310,2322,1.0,-18.5,1,3.47995e-06,0.485,-0.8727615454545454,-0.3875546675,-10.39884692653892,11,12,11,3UTR,,0,0
hsa-miR-10b-5p,NM_001317996,PPIL2,1940,1952,1.0,-18.5,1,3.47995e-06,0.485,-0.6778671181818182,-0.5208002424999999,-10.39884692653892,11,12,11,3UTR,,0,0
hsa-miR-10b-5p,NM_021916,ZNF70,2340,2376,1.0,-21.5,1,4.751175e-06,0.441,-0.24234650000000002,-0.1385856225,-8.539084536786948,18,24,6,3UTR,,0,0
hsa-miR-10b-5p,XM_005261793,KIAA1671,6244,6258,1.0,-19.2,1,8.049494e-06,0.574,0.0,0.0,-9.06124504818596,13,14,13,3UTR,,0,0
hsa-miR-10b-5p,NM_001184775,SEZ6L,4181,4201,1.0,-19.5,1,0.0002165,0.471,0.1909752857142857,-0.17425308872500006,-12.371084972707173,15,20,7,3UTR,,0,0
hsa-miR-10b-5p,NM_013416,NCF4,1421,1431,1.0,-15.6,1,0.003627416,0.471,0.0,0.0,-13.079371793104722,9,10,9,3UTR,,0,0
hsa-miR-10b-5p,NM_138632,TRIOBP,1455,1474,1.0,-21.4,1,0.0008606276,0.353,0.0,0.0,-10.307813309643338,16,19,10,3UTR,,0,0
hsa-miR-10b-5p,NM_001202466,ZMYND11,2325,2357,1.0,-17.6,1,0.01074318,0.779,4.051726774193548,2.5530314625,-9.546562468637928,18,32,10,3UTR,MIRT056370,1,1
hsa-miR-10b-5p,NM_001202465,ZMYND11,2235,2267,1.0,-17.6,1,0.01074318,0.779,4.051726774193548,2.5530314625,-9.546562468637928,18,32,10,3UTR,MIRT056370,1,1
hsa-miR-10b-5p,NM_001202464,ZMYND11,1995,2027,1.0,-17.6,1,0.01074318,0.779,4.051726774193548,2.5530314625,-9.546562468637928,18,32,10,3UTR,MIRT056370,1,1
hsa-miR-10b-5p,NM_001115156,GDI2,1987,2009,1.0,-21.8,1,1.090232e-05,0.574,0.8961302857142857,1.35361406,-11.77167060286305,17,22,14,3UTR,,0,0
hsa-miR-10b-5p,NM_001494,GDI2,2122,2144,1.0,-21.8,1,1.090232e-05,0.574,0.8961302857142857,1.35361406,-11.77167060286305,17,22,14,3UTR,,0,0
hsa-miR-10b-5p,NM_201596,CACNB2,2706,2733,1.0,-18.3,1,0.006546353,0.618,1.7956330625,2.037010355,-6.246131332038532,19,27,9,3UTR,,0,0
hsa-miR-10b-5p,NM_201597,CACNB2,2634,2661,1.0,-18.3,1,0.006546353,0.618,1.7956330625,2.037010355,-6.246131332038532,19,27,9,3UTR,,0,0
hsa-miR-10b-5p,NM_201571,CACNB2,2929,2956,1.0,-18.3,1,0.006546353,0.618,1.7956331687499998,1.7319855649999996,-6.246131332038532,19,27,9,3UTR,,0,0
hsa-miR-10b-5p,NM_001167945,CACNB2,2815,2842,1.0,-18.3,1,0.006546353,0.618,1.7956331687499998,1.7319855649999996,-6.246131332038532,19,27,9,3UTR,,0,0
hsa-miR-10b-5p,NM_201572,CACNB2,2857,2884,1.0,-18.3,1,0.006546353,0.618,1.7956331687499998,1.7319855649999996,-6.246131332038532,19,27,9,3UTR,,0,0
hsa-miR-10b-5p,NM_001330060,CACNB2,3070,3097,1.0,-18.3,1,0.006546353,0.618,1.4293623875,2.0994570224999993,-6.246131332038532,19,27,9,3UTR,,0,0
hsa-miR-10b-5p,NM_000724,CACNB2,3096,3123,1.0,-18.3,1,0.006546353,0.618,1.1111269250000002,2.9412778162499995,-6.246131332038532,19,27,9,3UTR,,0,0
hsa-miR-10b-5p,NM_201590,CACNB2,2726,2753,1.0,-18.3,1,0.006546353,0.618,3.3567842312500002,2.49695017,-6.246131332038532,19,27,9,3UTR,,0,0
hsa-miR-10b-5p,NM_201570,CACNB2,2950,2977,1.0,-18.3,1,0.006546353,0.618,3.4648649375,3.1610401837499995,-6.246131332038532,19,27,9,3UTR,,0,0
hsa-miR-10b-5p,NM_213569,NEBL,6235,6267,1.0,-17.7,1,0.004527952,0.676,5.095467076923077,4.08214017875,-6.514540193678739,19,32,9,3UTR,,0,0
hsa-miR-10b-5p,NM_020824,ARHGAP21,6719,6735,1.0,-17.6,1,0.000264126,0.706,2.5861237500000005,1.1521755703750003,-6.251209375382295,15,16,15,3UTR,,0,0
hsa-miR-10b-5p,NM_001282786,PRTFDC1,1621,1633,1.0,-16.5,1,0.004612161,0.647,2.5049751742857147,3.5292666280000002,-10.307813309643338,10,12,7,3UTR,,0,0
hsa-miR-10b-5p,NM_020200,PRTFDC1,1698,1710,1.0,-16.5,1,0.004612161,0.647,2.5049751742857147,3.5292666280000002,-10.307813309643338,10,12,7,3UTR,,0,0
hsa-miR-10b-5p,NM_018109,MTPAP,4053,4074,1.0,-20.1,1,0.0004592982,0.721,4.042464323076922,3.300363461250001,-5.692450279622925,13,17,9,3UTR,,0,0
hsa-miR-10b-5p,XM_011519663,CCDC7,4606,4622,1.0,-17.7,1,0.0001811358,0.5,0.0,0.0,-8.573816494347398,13,16,8,3UTR,,0,0
hsa-miR-10b-5p,XM_005252593,CCDC7,2685,2701,1.0,-17.7,1,0.0001811358,0.5,0.0,0.0,-8.573816494347398,13,16,8,3UTR,,0,0
hsa-miR-10b-5p,XM_011519747,CUL2,2793,2811,1.0,-17.4,1,0.001310638,0.559,0.0,0.0,-11.994750798020604,16,18,15,3UTR,,0,0
hsa-miR-10b-5p,NM_001267607,ZNF248,1256,1272,1.0,-19.1,1,5.330044e-05,0.456,-0.70005325,-0.0714671,-8.014824275086253,15,16,15,3UTR,,0,0
hsa-miR-10b-5p,NM_001007094,ZNF37A,6661,6697,1.0,-19.4,1,0.0007918384,0.529,-0.16667711764705886,-0.003996787500000008,-4.1706235265052785,15,19,12,3UTR,,0,0
hsa-miR-10b-5p,NM_003421,ZNF37A,6187,6223,1.0,-19.4,1,0.0007918384,0.529,-0.16667711764705886,-0.0045398000000000105,-4.1706235265052785,15,19,12,3UTR,,0,0
hsa-miR-10b-5p,NM_001282866,MARCH8,4624,4647,1.0,-20.4,1,0.0001700226,0.441,1.39990675,1.8887386550000003,-9.695854671446662,13,18,8,3UTR,,0,0
hsa-miR-10b-5p,XM_024448228,SYT15,2559,2581,1.0,-19.4,1,0.000106428,0.456,0.0,0.0,-10.342201311511984,13,17,10,3UTR,,0,0
hsa-miR-10b-5p,NM_031912,SYT15,1766,1788,1.0,-19.4,1,0.000106428,0.456,-0.02910723000000002,-0.66975099775,-10.342201311511984,13,17,10,3UTR,,0,0
hsa-miR-10b-5p,NM_032199,ARID5B,5407,5451,1.0,-23.3,1,0.003704471,0.647,1.961697777777778,1.6453625475,-3.937574446201665,18,20,18,3UTR,,0,0
hsa-miR-10b-5p,NM_007170,TESK2,2874,2889,1.0,-17.5,1,0.001579459,0.588,1.0734309000000002,0.8246376937500003,-5.1900497996759025,13,15,7,3UTR,,0,0
hsa-miR-10b-5p,NM_024646,ZYG11B,6359,6371,1.0,-15.9,1,0.02856301,0.662,0.028559727272727212,0.16638902999999997,-13.6655996434504,11,12,11,3UTR,,0,0
